"","scaffold","start","end","mid","sites","pi_meg","pi_toro","dxy_meg_toro","Fst_meg_toro","windowID"
"301","scaffold_1",4350001,4400000,4374789,4884,0.0877,0.0661,0.0883,0.0691,301
"302","scaffold_1",4400001,4450000,4426120,4914,0.0727,0.0641,0.0815,0.088,302
"303","scaffold_1",4450001,4500000,4475194,5479,0.0716,0.0626,0.0746,0.0534,303
"304","scaffold_1",4500001,4550000,4523982,5747,0.0514,0.0476,0.0567,0.0685,304
"305","scaffold_1",4550001,4600000,4573982,4783,0.0702,0.0751,0.0803,0.0511,305
"306","scaffold_1",4600001,4650000,4622417,4362,0.062,0.0593,0.0682,0.0591,306
"307","scaffold_1",4650001,4700000,4676227,4339,0.0848,0.0873,0.095,0.0504,307
"308","scaffold_1",4700001,4750000,4724058,3836,0.0914,0.0841,0.0962,0.0464,308
"309","scaffold_1",4750001,4800000,4775627,4630,0.0762,0.0838,0.0949,0.0867,309
"310","scaffold_1",4800001,4850000,4825997,4763,0.0712,0.0546,0.072,0.0679,310
"311","scaffold_1",4850001,4900000,4875735,4376,0.0715,0.0666,0.0777,0.0599,311
"312","scaffold_1",4900001,4950000,4922981,5173,0.0564,0.0647,0.0684,0.062,312
"313","scaffold_1",4950001,5000000,4975455,4315,0.0749,0.0736,0.0879,0.085,313
"314","scaffold_1",5000001,5050000,5024408,4816,0.0708,0.0681,0.0816,0.0816,314
"315","scaffold_1",5050001,5100000,5075675,4632,0.0893,0.079,0.0958,0.0655,315
"316","scaffold_1",5100001,5150000,5124939,4302,0.0738,0.076,0.0819,0.0453,316
"317","scaffold_1",5150001,5200000,5174888,4733,0.0638,0.0712,0.0836,0.1084,317
"318","scaffold_1",5200001,5250000,5225643,4659,0.0689,0.0679,0.0775,0.0629,318
"319","scaffold_1",5250001,5300000,5276434,5676,0.0547,0.05,0.0596,0.0652,319
"320","scaffold_1",5300001,5350000,5325749,5177,0.0603,0.0551,0.071,0.1041,320
"321","scaffold_1",5350001,5400000,5373857,4997,0.1281,0.1183,0.1346,0.0446,321
"322","scaffold_1",5400001,5450000,5426042,5198,0.0715,0.0545,0.0752,0.0884,322
"323","scaffold_1",5450001,5500000,5474562,4913,0.1005,0.0986,0.1167,0.0805,323
"324","scaffold_1",5500001,5550000,5525562,5426,0.0792,0.075,0.0891,0.0731,324
"325","scaffold_1",5550001,5600000,5576670,5335,0.0676,0.0609,0.0747,0.0759,325
"326","scaffold_1",5600001,5650000,5624642,5083,0.0817,0.0851,0.0986,0.0846,326
"327","scaffold_1",5650001,5700000,5676304,5361,0.0864,0.081,0.0924,0.0501,327
"328","scaffold_1",5700001,5750000,5722385,7365,0.0421,0.039,0.0472,0.0767,328
"329","scaffold_1",5750001,5800000,5775495,5769,0.0602,0.0623,0.0695,0.064,329
"330","scaffold_1",5800001,5850000,5825127,5903,0.0519,0.0557,0.0625,0.0762,330
"331","scaffold_1",5850001,5900000,5876104,5537,0.0721,0.0737,0.0843,0.0732,331
"332","scaffold_1",5900001,5950000,5924616,5248,0.0929,0.0776,0.1021,0.0904,332
"333","scaffold_1",5950001,6000000,5976865,6603,0.0579,0.0459,0.0654,0.1153,333
"334","scaffold_1",6000001,6050000,6025358,5676,0.0765,0.078,0.0898,0.0762,334
"335","scaffold_1",6050001,6100000,6074390,5871,0.0502,0.051,0.0607,0.0924,335
"336","scaffold_1",6100001,6150000,6125862,5767,0.0716,0.064,0.0769,0.0637,336
"337","scaffold_1",6150001,6200000,6173385,4966,0.0513,0.0445,0.0554,0.0733,337
"338","scaffold_1",6200001,6250000,6225636,5054,0.0484,0.0507,0.0612,0.1072,338
"339","scaffold_1",6250001,6300000,6275302,5824,0.0318,0.0326,0.0396,0.1043,339
"340","scaffold_1",6300001,6350000,6326965,4890,0.0515,0.0531,0.0604,0.0728,340
"341","scaffold_1",6350001,6400000,6376252,4770,0.0465,0.0567,0.0586,0.0656,341
"342","scaffold_1",6400001,6450000,6425826,6058,0.0875,0.0766,0.0922,0.0589,342
"343","scaffold_1",6450001,6500000,6474659,5023,0.0838,0.0766,0.094,0.0799,343
"344","scaffold_1",6500001,6550000,6525375,4841,0.0794,0.0658,0.0849,0.0787,344
"345","scaffold_1",6550001,6600000,6575107,5280,0.092,0.0769,0.0947,0.0574,345
"346","scaffold_1",6600001,6650000,6626729,4902,0.0977,0.1096,0.1195,0.0726,346
"347","scaffold_1",6650001,6700000,6674956,5415,0.0756,0.0825,0.0901,0.0665,347
"348","scaffold_1",6700001,6750000,6725834,4998,0.0927,0.1002,0.1073,0.0544,348
"349","scaffold_1",6750001,6800000,6774450,5214,0.0685,0.0596,0.0741,0.073,349
"350","scaffold_1",6800001,6850000,6824520,4992,0.0916,0.0932,0.1098,0.0875,350
"351","scaffold_1",6850001,6900000,6873944,4867,0.0844,0.0701,0.0931,0.0935,351
"352","scaffold_1",6900001,6950000,6925142,4370,0.1017,0.0949,0.1159,0.0831,352
"353","scaffold_1",6950001,7000000,6975096,4506,0.0942,0.0785,0.0999,0.0732,353
"354","scaffold_1",7000001,7050000,7024685,5209,0.1273,0.1216,0.1418,0.0659,354
"355","scaffold_1",7050001,7100000,7075265,4759,0.0832,0.0874,0.102,0.0909,355
"356","scaffold_1",7100001,7150000,7124753,4638,0.0943,0.0839,0.115,0.1279,356
"357","scaffold_1",7150001,7200000,7175835,4885,0.1093,0.0987,0.1264,0.0981,357
"358","scaffold_1",7200001,7250000,7225751,4754,0.111,0.0954,0.1152,0.0552,358
"359","scaffold_1",7250001,7300000,7273450,4775,0.0758,0.0686,0.0867,0.0919,359
"360","scaffold_1",7300001,7350000,7324873,5498,0.084,0.0815,0.0957,0.0735,360
"361","scaffold_1",7350001,7400000,7375945,5947,0.0837,0.077,0.0892,0.0527,361
"362","scaffold_1",7400001,7450000,7423416,4488,0.0769,0.0721,0.0847,0.0649,362
"363","scaffold_1",7450001,7500000,7474043,4337,0.0761,0.0827,0.0917,0.0736,363
"364","scaffold_1",7500001,7550000,7524820,4285,0.0711,0.0859,0.091,0.0755,364
"365","scaffold_1",7550001,7600000,7575229,4850,0.1288,0.141,0.144,0.0334,365
"366","scaffold_1",7600001,7650000,7625056,5227,0.1098,0.1083,0.1263,0.0743,366
"367","scaffold_1",7650001,7700000,7674696,5184,0.1121,0.0951,0.1168,0.0602,367
"368","scaffold_1",7700001,7750000,7725517,5718,0.0774,0.0745,0.0888,0.0793,368
"369","scaffold_1",7750001,7800000,7772972,5254,0.0796,0.0584,0.088,0.1209,369
"370","scaffold_1",7800001,7850000,7823577,5786,0.0747,0.0802,0.0894,0.0731,370
"371","scaffold_1",7850001,7900000,7874307,5659,0.1101,0.0996,0.1167,0.0541,371
"372","scaffold_1",7900001,7950000,7924831,5267,0.0896,0.083,0.103,0.089,372
"373","scaffold_1",7950001,8000000,7973914,5497,0.0998,0.1063,0.1219,0.0855,373
"374","scaffold_1",8000001,8050000,8024663,6011,0.1308,0.1396,0.1457,0.0382,374
"375","scaffold_1",8050001,8100000,8073306,6288,0.0997,0.0973,0.1096,0.0537,375
"376","scaffold_1",8100001,8150000,8125117,5503,0.0794,0.0707,0.09,0.0911,376
"377","scaffold_1",8150001,8200000,8174483,6031,0.0646,0.0594,0.0729,0.0816,377
"378","scaffold_1",8200001,8250000,8224206,5127,0.0883,0.0716,0.0982,0.1029,378
"379","scaffold_1",8250001,8300000,8274929,5716,0.0789,0.0594,0.0815,0.0818,379
"380","scaffold_1",8300001,8350000,8324164,5892,0.0669,0.0568,0.071,0.0697,380
"381","scaffold_1",8350001,8400000,8374544,4908,0.1254,0.122,0.1369,0.0514,381
"382","scaffold_1",8400001,8450000,8425294,4549,0.085,0.0793,0.0998,0.0981,382
"383","scaffold_1",8450001,8500000,8474133,4228,0.0769,0.0644,0.0839,0.0865,383
"384","scaffold_1",8500001,8550000,8526973,5008,0.0877,0.0787,0.1,0.0929,384
"385","scaffold_1",8550001,8600000,8576206,5239,0.0983,0.0827,0.1028,0.0643,385
"386","scaffold_1",8600001,8650000,8624946,5505,0.1256,0.134,0.1448,0.0558,386
"387","scaffold_1",8650001,8700000,8674796,6087,0.1341,0.1418,0.1446,0.024,387
"388","scaffold_1",8700001,8750000,8723519,5565,0.1214,0.1451,0.1434,0.0375,388
"389","scaffold_1",8750001,8800000,8776143,5453,0.0597,0.0664,0.0817,0.131,389
"390","scaffold_1",8800001,8850000,8826572,6411,0.0659,0.0663,0.0811,0.1036,390
"391","scaffold_1",8850001,8900000,8872094,6359,0.1301,0.1305,0.1457,0.0568,391
"392","scaffold_1",8900001,8950000,8924622,5906,0.0737,0.0876,0.0986,0.1025,392
"393","scaffold_1",8950001,9000000,8975277,6062,0.0711,0.1034,0.1175,0.1528,393
"394","scaffold_1",9000001,9050000,9026483,6365,0.0913,0.0969,0.1131,0.0935,394
"395","scaffold_1",9050001,9100000,9076315,6885,0.0612,0.0847,0.1041,0.1809,395
"396","scaffold_1",9100001,9150000,9127023,6630,0.0856,0.0997,0.1101,0.0884,396
"397","scaffold_1",9150001,9200000,9175591,6257,0.0426,0.0757,0.0937,0.2345,397
"398","scaffold_1",9200001,9250000,9224202,6323,0.0979,0.1326,0.1393,0.0972,398
"399","scaffold_1",9250001,9300000,9274370,6159,0.0619,0.0986,0.1055,0.1407,399
"400","scaffold_1",9300001,9350000,9324238,6140,0.0821,0.1106,0.1227,0.1237,400
"401","scaffold_1",9350001,9400000,9374405,5922,0.0579,0.0866,0.1032,0.1819,401
"402","scaffold_1",9400001,9450000,9425829,6088,0.0375,0.059,0.0738,0.2164,402
"403","scaffold_1",9450001,9500000,9474065,6193,0.1134,0.1372,0.148,0.0851,403
"404","scaffold_1",9500001,9550000,9525448,4564,0.0965,0.1205,0.1386,0.1249,404
"405","scaffold_1",9550001,9600000,9573955,4638,0.0229,0.0645,0.0736,0.2686,405
"406","scaffold_1",9600001,9650000,9624370,4773,0.0664,0.0946,0.1186,0.1966,406
"407","scaffold_1",9650001,9700000,9675552,5629,0.0464,0.0757,0.0937,0.218,407
"408","scaffold_1",9700001,9750000,9725245,6294,0.0881,0.1217,0.1267,0.097,408
"409","scaffold_1",9750001,9800000,9773846,5507,0.0684,0.0946,0.1067,0.1378,409
"410","scaffold_1",9800001,9850000,9825367,5875,0.0468,0.089,0.0999,0.199,410
"411","scaffold_1",9850001,9900000,9862641,2935,0.0549,0.0939,0.1188,0.238,411
"412","scaffold_2",1,50000,21721,4682,0.0751,0.0769,0.0902,0.0868,412
"413","scaffold_2",50001,100000,74576,4154,0.0785,0.074,0.0927,0.0982,413
"414","scaffold_2",100001,150000,124493,3790,0.0641,0.081,0.0927,0.1247,414
"415","scaffold_2",150001,200000,175953,3790,0.0734,0.07,0.0879,0.1027,415
"416","scaffold_2",200001,250000,225997,4079,0.0817,0.0611,0.0928,0.1304,416
"417","scaffold_2",250001,300000,273013,3850,0.0669,0.0903,0.0879,0.0579,417
"418","scaffold_2",300001,350000,326233,4661,0.1303,0.1358,0.1481,0.0544,418
"419","scaffold_2",350001,400000,375544,4575,0.1048,0.1093,0.1219,0.0661,419
"420","scaffold_2",400001,450000,423574,4519,0.0674,0.058,0.0831,0.1406,420
"421","scaffold_2",450001,500000,475046,4665,0.1086,0.1066,0.1157,0.0368,421
"422","scaffold_2",500001,550000,525062,3809,0.0937,0.0948,0.1046,0.0526,422
"423","scaffold_2",550001,600000,574265,4766,0.0546,0.0614,0.0682,0.0823,423
"424","scaffold_2",600001,650000,625072,4293,0.0694,0.0695,0.0803,0.0734,424
"425","scaffold_2",650001,700000,674895,3984,0.0822,0.0781,0.0937,0.079,425
"426","scaffold_2",700001,750000,725660,4528,0.0749,0.081,0.0863,0.0521,426
"427","scaffold_2",750001,800000,773419,3894,0.0754,0.0676,0.0842,0.0823,427
"428","scaffold_2",800001,850000,826256,4239,0.0598,0.0603,0.0711,0.0862,428
"429","scaffold_2",850001,900000,875918,4215,0.0506,0.048,0.058,0.0822,429
"430","scaffold_2",900001,950000,925285,4204,0.0706,0.066,0.0781,0.0678,430
"431","scaffold_2",950001,1000000,974145,4818,0.1135,0.1014,0.1146,0.0326,431
"432","scaffold_2",1000001,1050000,1025422,3423,0.0735,0.065,0.0848,0.1016,432
"433","scaffold_2",1050001,1100000,1075907,4216,0.0422,0.0472,0.05,0.0574,433
"434","scaffold_2",1100001,1150000,1128104,4335,0.0641,0.0632,0.0736,0.0732,434
"435","scaffold_2",1150001,1200000,1174097,5603,0.0544,0.065,0.0703,0.0832,435
"436","scaffold_2",1200001,1250000,1224435,5736,0.058,0.052,0.0638,0.075,436
"437","scaffold_2",1250001,1300000,1274344,4526,0.0817,0.0887,0.0952,0.0565,437
"438","scaffold_2",1300001,1350000,1324292,4791,0.0674,0.0625,0.0885,0.1551,438
"439","scaffold_2",1350001,1400000,1376103,4461,0.0842,0.0802,0.0917,0.0552,439
"440","scaffold_2",1400001,1450000,1426047,4441,0.0971,0.1011,0.109,0.0488,440
"441","scaffold_2",1450001,1500000,1475257,4771,0.0821,0.0778,0.0922,0.072,441
"442","scaffold_2",1500001,1550000,1525783,4916,0.0563,0.054,0.0629,0.0664,442
"443","scaffold_2",1550001,1600000,1575270,5895,0.0519,0.0529,0.0603,0.0713,443
"444","scaffold_2",1600001,1650000,1625220,5321,0.0842,0.0957,0.103,0.0692,444
"445","scaffold_2",1650001,1700000,1674502,5033,0.0565,0.0484,0.0625,0.0879,445
"446","scaffold_2",1700001,1750000,1724909,5274,0.0655,0.0581,0.073,0.0836,446
"447","scaffold_2",1750001,1800000,1776344,4498,0.0928,0.0819,0.0938,0.0362,447
"448","scaffold_2",1800001,1850000,1826601,4845,0.0571,0.0551,0.0633,0.0611,448
"449","scaffold_2",1850001,1900000,1875978,5050,0.0777,0.0732,0.0887,0.0814,449
"450","scaffold_2",1900001,1950000,1924681,5008,0.0588,0.0531,0.0709,0.1191,450
"451","scaffold_2",1950001,2000000,1973842,5599,0.0577,0.0593,0.0694,0.0866,451
"452","scaffold_2",2000001,2050000,2026168,5295,0.0716,0.0571,0.0733,0.0652,452
"453","scaffold_2",2050001,2100000,2075625,5037,0.0545,0.0609,0.0617,0.0341,453
"454","scaffold_2",2100001,2150000,2124481,4747,0.0569,0.0594,0.0689,0.0858,454
"455","scaffold_2",2150001,2200000,2174560,4715,0.0599,0.0591,0.0724,0.0994,455
"456","scaffold_2",2200001,2250000,2224963,4351,0.0916,0.0872,0.1033,0.0732,456
"457","scaffold_2",2250001,2300000,2276034,4536,0.0767,0.0696,0.0843,0.0716,457
"458","scaffold_2",2300001,2350000,2326685,5261,0.0696,0.0683,0.082,0.0873,458
"459","scaffold_2",2350001,2400000,2375106,5440,0.0788,0.0664,0.0798,0.0474,459
"460","scaffold_2",2400001,2450000,2424480,5475,0.0709,0.0723,0.079,0.0501,460
"461","scaffold_2",2450001,2500000,2473788,4673,0.0606,0.0629,0.0721,0.0789,461
"462","scaffold_2",2500001,2550000,2525042,5935,0.0661,0.0539,0.0738,0.1036,462
"463","scaffold_2",2550001,2600000,2574207,5193,0.0951,0.0894,0.1023,0.0523,463
"464","scaffold_2",2600001,2650000,2624982,5203,0.0651,0.0662,0.0828,0.117,464
"465","scaffold_2",2650001,2700000,2674538,5638,0.0766,0.0676,0.0798,0.0514,465
"466","scaffold_2",2700001,2750000,2723127,5115,0.0942,0.0988,0.105,0.0429,466
"467","scaffold_2",2750001,2800000,2774312,5077,0.0638,0.057,0.0728,0.0939,467
"468","scaffold_2",2800001,2850000,2824404,5444,0.0526,0.0515,0.0612,0.0816,468
"469","scaffold_2",2850001,2900000,2874257,4876,0.0913,0.0882,0.1039,0.0737,469
"470","scaffold_2",2900001,2950000,2924768,4300,0.0778,0.0789,0.0887,0.0634,470
"471","scaffold_2",2950001,3000000,2975029,4435,0.0814,0.0692,0.0927,0.1043,471
"472","scaffold_2",3000001,3050000,3025742,4433,0.0938,0.0895,0.0992,0.0402,472
"473","scaffold_2",3050001,3100000,3075744,4676,0.0935,0.0871,0.1029,0.0656,473
"474","scaffold_2",3100001,3150000,3123051,4958,0.0983,0.0913,0.1033,0.0432,474
"475","scaffold_2",3150001,3200000,3176368,3915,0.0792,0.095,0.1018,0.0799,475
"476","scaffold_2",3200001,3250000,3224778,4473,0.0694,0.0663,0.0804,0.0856,476
"477","scaffold_2",3250001,3300000,3276512,4385,0.1136,0.1024,0.1256,0.076,477
"478","scaffold_2",3300001,3350000,3325184,4626,0.1241,0.1265,0.1326,0.0289,478
"479","scaffold_2",3350001,3400000,3376173,4709,0.0823,0.092,0.0948,0.043,479
"480","scaffold_2",3400001,3450000,3425569,4140,0.0684,0.0619,0.0717,0.0483,480
"481","scaffold_2",3450001,3500000,3475226,4322,0.1061,0.105,0.1212,0.0701,481
"482","scaffold_2",3500001,3550000,3524151,4770,0.0681,0.0662,0.0814,0.0967,482
"483","scaffold_2",3550001,3600000,3575544,4686,0.087,0.0867,0.1097,0.1179,483
"484","scaffold_2",3600001,3650000,3625906,4572,0.0699,0.0668,0.0781,0.0678,484
"485","scaffold_2",3650001,3700000,3674507,5822,0.0863,0.0839,0.0939,0.0499,485
"486","scaffold_2",3700001,3750000,3723263,5162,0.0663,0.0659,0.0729,0.0496,486
"487","scaffold_2",3750001,3800000,3774996,6019,0.0658,0.063,0.0745,0.0738,487
"488","scaffold_2",3800001,3850000,3825108,5573,0.0809,0.075,0.0886,0.0647,488
"489","scaffold_2",3850001,3900000,3875286,5912,0.0704,0.0722,0.0814,0.0673,489
"490","scaffold_2",3900001,3950000,3925902,5575,0.0709,0.0672,0.0809,0.0802,490
"491","scaffold_2",3950001,4000000,3974478,5302,0.0724,0.074,0.0846,0.0735,491
"492","scaffold_2",4000001,4050000,4025494,5311,0.0757,0.0786,0.0834,0.0394,492
"493","scaffold_2",4050001,4100000,4075268,4065,0.0924,0.0878,0.0996,0.0509,493
"494","scaffold_2",4100001,4150000,4123906,4098,0.0743,0.0802,0.0866,0.0583,494
"495","scaffold_2",4150001,4200000,4173205,4452,0.0934,0.086,0.1032,0.0709,495
"496","scaffold_2",4200001,4250000,4224427,4395,0.0557,0.0632,0.0663,0.0555,496
"497","scaffold_2",4250001,4300000,4273937,3970,0.0614,0.0521,0.0616,0.0414,497
"498","scaffold_2",4300001,4350000,4325981,3968,0.0696,0.0736,0.0846,0.0843,498
"499","scaffold_2",4350001,4400000,4377840,4496,0.103,0.1077,0.1125,0.0336,499
"500","scaffold_2",4400001,4450000,4425962,4119,0.0599,0.0534,0.0636,0.0585,500
"501","scaffold_2",4450001,4500000,4477043,5362,0.0437,0.0491,0.0534,0.0719,501
"502","scaffold_2",4500001,4550000,4523702,5224,0.054,0.0702,0.0696,0.0588,502
"503","scaffold_2",4550001,4600000,4573107,4795,0.0573,0.0592,0.0667,0.0692,503
"504","scaffold_2",4600001,4650000,4624674,4465,0.08,0.0959,0.0994,0.0626,504
"505","scaffold_2",4650001,4700000,4675564,5700,0.0662,0.0646,0.0742,0.0637,505
"506","scaffold_2",4700001,4750000,4723386,5012,0.0704,0.0614,0.0756,0.0689,506
"507","scaffold_2",4750001,4800000,4775144,4837,0.0558,0.0592,0.0641,0.0552,507
"508","scaffold_2",4800001,4850000,4824895,5640,0.0671,0.0626,0.0711,0.0465,508
"509","scaffold_2",4850001,4900000,4875694,4609,0.0765,0.0725,0.0835,0.0576,509
"510","scaffold_2",4900001,4950000,4924113,4954,0.0758,0.073,0.0844,0.064,510
"511","scaffold_2",4950001,5000000,4975313,5424,0.0746,0.0758,0.0879,0.0793,511
"512","scaffold_2",5000001,5050000,5024839,5394,0.0737,0.0662,0.0817,0.0784,512
"513","scaffold_2",5050001,5100000,5074615,5783,0.0637,0.064,0.0737,0.0726,513
"514","scaffold_2",5100001,5150000,5123436,5554,0.0897,0.0848,0.0982,0.0594,514
"515","scaffold_2",5150001,5200000,5175629,6041,0.05,0.0544,0.0577,0.0503,515
"516","scaffold_2",5200001,5250000,5223252,6300,0.0572,0.0485,0.0622,0.0823,516
"517","scaffold_2",5250001,5300000,5274262,6511,0.0607,0.0605,0.0763,0.116,517
"518","scaffold_2",5300001,5350000,5325502,5756,0.0546,0.0543,0.0644,0.0848,518
"519","scaffold_2",5350001,5400000,5374433,4974,0.0706,0.0737,0.086,0.0891,519
"520","scaffold_2",5400001,5450000,5424794,5228,0.0639,0.0639,0.0759,0.0873,520
"521","scaffold_2",5450001,5500000,5474469,6277,0.0615,0.0558,0.07,0.0894,521
"522","scaffold_2",5500001,5550000,5524890,5522,0.0808,0.0804,0.0895,0.053,522
"523","scaffold_2",5550001,5600000,5574605,5459,0.0733,0.0665,0.0775,0.052,523
"524","scaffold_2",5600001,5650000,5625033,6148,0.0869,0.0786,0.0923,0.0548,524
"525","scaffold_2",5650001,5700000,5673982,5671,0.0786,0.0745,0.0907,0.0857,525
"526","scaffold_2",5700001,5750000,5726245,5195,0.0912,0.0828,0.1039,0.0896,526
"527","scaffold_2",5750001,5800000,5773439,5573,0.0744,0.0718,0.0865,0.085,527
"528","scaffold_2",5800001,5850000,5825632,4020,0.0754,0.0534,0.0729,0.0622,528
"529","scaffold_2",5850001,5900000,5874744,4491,0.0787,0.0816,0.0962,0.0924,529
"530","scaffold_2",5900001,5950000,5925555,4667,0.0904,0.1088,0.1101,0.0512,530
"531","scaffold_2",5950001,6000000,5976338,5613,0.0872,0.0784,0.0942,0.0649,531
"532","scaffold_2",6000001,6050000,6024376,5000,0.0855,0.0911,0.1007,0.0668,532
"533","scaffold_2",6050001,6100000,6075325,5600,0.0876,0.0831,0.0945,0.0512,533
"534","scaffold_2",6100001,6150000,6122632,5721,0.1169,0.1106,0.1242,0.0446,534
"535","scaffold_2",6150001,6200000,6175190,4943,0.082,0.0756,0.0881,0.0565,535
"536","scaffold_2",6200001,6250000,6224699,4730,0.1047,0.0962,0.1175,0.0791,536
"537","scaffold_2",6250001,6300000,6275239,4848,0.1076,0.1217,0.1307,0.0667,537
"538","scaffold_2",6300001,6350000,6326204,5037,0.0926,0.0943,0.1042,0.0551,538
"539","scaffold_2",6350001,6400000,6375353,4543,0.0991,0.0992,0.1062,0.0351,539
"540","scaffold_2",6400001,6450000,6425084,5302,0.1182,0.1255,0.1292,0.0302,540
"541","scaffold_2",6450001,6500000,6474901,4712,0.1101,0.1027,0.1185,0.0541,541
"542","scaffold_2",6500001,6550000,6524793,4493,0.1372,0.1116,0.1388,0.0549,542
"543","scaffold_2",6550001,6600000,6574566,3987,0.0763,0.0792,0.0957,0.1051,543
"544","scaffold_2",6600001,6650000,6624372,4001,0.0669,0.0624,0.0749,0.0745,544
"545","scaffold_2",6650001,6700000,6674847,4466,0.0798,0.0663,0.0849,0.0754,545
"546","scaffold_2",6700001,6750000,6725491,4729,0.1128,0.1252,0.1378,0.0746,546
"547","scaffold_2",6750001,6800000,6775206,4766,0.0727,0.0826,0.0931,0.0924,547
"548","scaffold_2",6800001,6850000,6824531,5173,0.1019,0.0841,0.1023,0.0477,548
"549","scaffold_2",6850001,6900000,6874414,5373,0.0898,0.0855,0.0993,0.063,549
"550","scaffold_2",6900001,6950000,6924387,5927,0.1221,0.1379,0.1375,0.0289,550
"551","scaffold_2",6950001,7000000,6976066,5779,0.1094,0.1001,0.1119,0.0337,551
"552","scaffold_2",7000001,7050000,7023756,6289,0.1167,0.1246,0.1309,0.0414,552
"553","scaffold_2",7050001,7100000,7075808,6233,0.1399,0.1517,0.1552,0.0318,553
"554","scaffold_2",7100001,7150000,7125393,5586,0.1264,0.1384,0.1442,0.0436,554
"555","scaffold_2",7150001,7200000,7173097,5437,0.1119,0.129,0.1282,0.0319,555
"556","scaffold_2",7200001,7250000,7225607,6406,0.0846,0.0801,0.0929,0.0611,556
"557","scaffold_2",7250001,7300000,7274714,6433,0.1153,0.1075,0.1187,0.0321,557
"558","scaffold_2",7300001,7350000,7324438,6012,0.1054,0.0997,0.1124,0.0461,558
"559","scaffold_2",7350001,7400000,7375318,6622,0.1059,0.1012,0.1101,0.0311,559
"560","scaffold_2",7400001,7450000,7426011,6957,0.1165,0.1129,0.1223,0.0326,560
"561","scaffold_2",7450001,7500000,7474795,7247,0.1121,0.1261,0.127,0.0329,561
"562","scaffold_2",7500001,7550000,7524188,7008,0.0669,0.0504,0.0701,0.0894,562
"563","scaffold_2",7550001,7600000,7574371,7162,0.0671,0.0655,0.0779,0.0814,563
"564","scaffold_2",7600001,7650000,7625399,7150,0.0857,0.0824,0.0971,0.0731,564
"565","scaffold_2",7650001,7700000,7675739,6353,0.07,0.0574,0.0731,0.0689,565
"566","scaffold_2",7700001,7750000,7728435,7187,0.0454,0.0467,0.0561,0.0999,566
"567","scaffold_2",7750001,7800000,7772300,7345,0.0675,0.0624,0.071,0.0452,567
"568","scaffold_2",7800001,7850000,7825258,7744,0.04,0.0414,0.0481,0.0848,568
"569","scaffold_2",7850001,7900000,7873087,7369,0.0519,0.0524,0.0581,0.0554,569
"570","scaffold_2",7900001,7950000,7923766,5929,0.0693,0.0861,0.0931,0.0924,570
